City,Year,lnFDI,lnGDPpc,Openness,lnInfra,lnHuman,Treat,TreatYear,EventTime
1,2005,1.68573209591859,10.0326638478355,0.262359610923671,-0.860536380184594,0.191691419263679,0,2013,-0
1,2006,1.61488676143253,10.0848768178628,0.31097913476708,-1.09796208931377,1.14538251584997,0,2013,-0
1,2007,1.30267505264593,10.1465399229308,0.347398589445138,-1.03275914043292,0.918793084778447,0,2013,-0
1,2008,1.60804664855956,10.5615042842584,0.435769270266349,-1.02879529188538,0.640716525397795,0,2013,-0
1,2009,1.92966407958252,10.1787752403366,0.345330248162556,-0.524129803986724,0.858938565894268,0,2013,-0
1,2010,2.23153060004731,10.1800962906872,0.289234265446475,-0.903926935456975,0.753291391538572,0,2013,-0
1,2011,1.89102758727213,10.3703767106768,0.363452740282959,-0.614466438371787,-0.140939801217625,0,2013,-0
1,2012,1.94896330132062,10.1915592789824,0.3077102455748,-0.576777835595606,1.11808267561541,0,2013,-0
1,2013,1.94771736333894,10.2923453906778,0.219294220507847,-0.840827240216502,0.481443922414123,1,2013,0
1,2014,2.17224491000512,10.2297061308257,0.46747975244738,-0.683545892526555,0.886199821411658,1,2013,1
1,2015,2.66558511219965,10.2710767872182,0.189661303801466,-0.454869288810841,0.417370222315265,1,2013,2
1,2016,2.86265663038261,10.5465114438764,0.34436572778715,-0.674845908548973,0.644580781263201,1,2013,3
1,2017,3.11430125554723,10.6318326790594,0.338599013961236,-0.350733239742054,0.924188114035582,1,2013,4
1,2018,3.08712753445628,10.6406487952446,0.442844042377719,-0.738141821386711,0.72513981042229,1,2013,5
1,2019,2.55145234026133,10.5524134204972,0.436025794434286,-0.896536589124868,0.472877469788455,1,2013,6
1,2020,2.54842130455985,10.3554546603711,0.352556159180943,-0.310813742817017,0.686560956682449,1,2013,7
1,2021,3.16529499058508,10.500720511305,0.501901551486168,-0.309668985065499,0.726733089182952,1,2013,8
1,2022,3.41497305885903,10.6082586150781,0.317082309643972,-0.256683220865674,1.52112801238667,1,2013,9
2,2005,1.68000354898507,10.2311468931003,0.382350462882401,-0.693063299232944,1.08452613946817,0,2015,-0
2,2006,2.44912659799666,10.3220213369797,0.507637694678518,-0.479734523630629,0.784375529824777,0,2015,-0
2,2007,2.52889916125353,10.4301298603715,0.491787376614223,-0.750814387695472,0.346087622711442,0,2015,-0
2,2008,2.83046521827423,10.2218009884937,0.471915922147667,-0.8440763524072,1.20698936783476,0,2015,-0
2,2009,2.75270165704338,10.594243152095,0.473147318793293,-0.566047687217556,0.658943248617763,0,2015,-0
2,2010,2.87471959953943,10.5507109197473,0.463066117721977,-0.747012645533957,0.590031397718232,0,2015,-0
2,2011,2.94313141971591,10.4833672997119,0.537539306303683,-0.655460425748378,0.722047409832244,0,2015,-0
2,2012,2.81390630824111,10.5664522724984,0.370214616601773,-0.686150526227222,1.36959122872961,0,2015,-0
2,2013,3.56971275047904,10.5259838788562,0.507297059221346,-0.55469043791013,0.712937278979717,0,2015,-0
2,2014,2.53671797209353,10.4550092817847,0.473171725051246,-0.60622520631136,0.562126740476511,0,2015,-0
2,2015,2.97351286219715,10.5807658859217,0.452282196653219,-0.911315209907212,0.987105800451026,1,2015,0
2,2016,3.24961923040305,10.7230745660584,0.423303311412365,-0.284488191307177,0.715163330197771,1,2015,1
2,2017,4.18815248347342,10.5155992761973,0.494946731705166,-0.536540989393442,1.07276991200864,1,2015,2
2,2018,3.7448758399019,10.6551538866085,0.53386295667274,-0.413191610250693,0.997744738143548,1,2015,3
2,2019,3.98287998571595,10.6780638998708,0.498057500399226,-0.695183601457112,1.05442415677319,1,2015,4
2,2020,3.83462711038753,10.6532104179151,0.526036884421771,-0.625420770499249,0.648496327303134,1,2015,5
2,2021,4.00241290118197,11.1957699894153,0.494365515648881,-0.440604005368969,0.490139035965333,1,2015,6
2,2022,4.67310002095263,10.9578254133976,0.461747198696451,-0.229713218738878,1.31550929344497,1,2015,7
3,2005,2.47281947460092,10.2332338315464,0.356026319380738,-1.07882584743883,1.09561528530931,0,2015,-0
3,2006,2.51377021246751,10.027404927519,0.421684983519519,-0.630701907519057,0.566446059986713,0,2015,-0
3,2007,2.20092657418414,10.3109204808795,0.347547975093506,-1.00812159097007,0.393876466342178,0,2015,-0
3,2008,2.26936801118904,10.3462653642923,0.391216617278638,-0.832101973806483,0.53404732143686,0,2015,-0
3,2009,2.56247791231589,10.2518208202345,0.439404104858634,-0.856243894657089,1.01515148538883,0,2015,-0
3,2010,2.27971346680172,10.4003860836104,0.426157409128252,-1.08621496488823,1.2397187815072,0,2015,-0
3,2011,3.139357172585,10.4585972200249,0.392161635294486,-0.507164749751235,0.784760354434715,0,2015,-0
3,2012,3.09479941202421,10.6133965141891,0.443797142755132,-0.343172873263872,1.164891594081,0,2015,-0
3,2013,3.93344451289219,10.655396970422,0.388368942617371,-0.526609154452811,1.14566207209792,0,2015,-0
3,2014,3.05603284485962,10.4438523970751,0.563207864872174,-0.924470650464925,1.66624313901007,0,2015,-0
3,2015,3.40811354311306,10.6222873253911,0.522259911477665,-0.689886249165257,0.715641904582299,1,2015,0
3,2016,3.53821579163906,10.7776087739817,0.512967720556228,-0.516013516354009,0.848487466402539,1,2015,1
3,2017,3.77918234676816,10.7178489244041,0.367218299553511,-0.248540646300374,0.716801978604369,1,2015,2
3,2018,3.71511880673733,10.9286586667892,0.536041959247124,-0.540653648572936,1.47587714404937,1,2015,3
3,2019,4.62500025303769,10.8862030973105,0.611950744824051,-0.178421104747865,1.50809053211495,1,2015,4
3,2020,3.89145673111537,10.6597875789441,0.568984186844059,-0.411091370937772,1.15301596682623,1,2015,5
3,2021,3.56473979530443,10.5207072749998,0.40959561583165,-0.471364532763522,0.585571648754049,1,2015,6
3,2022,4.64046805483358,11.0343614636231,0.515400301408226,-0.350927161499336,0.855936208273779,1,2015,7
4,2005,1.79073212253969,9.80242073637111,0.452432764447902,-1.30036031061714,0.481706746997499,0,2015,-0
4,2006,1.87660314877561,10.2265164964741,0.400846577792349,-0.732393203321217,0.782341893594925,0,2015,-0
4,2007,1.60072358609443,10.5067619603647,0.406672131482584,-1.20043021050854,0.587811674028602,0,2015,-0
4,2008,2.37062430296027,10.3029512023731,0.370796629327382,-0.768481743589725,0.507542303498624,0,2015,-0
4,2009,1.90200925808324,10.2446880118056,0.395373024917643,-0.930355845020947,1.09312526910163,0,2015,-0
4,2010,2.27322082094894,10.3764831243977,0.229658399601038,-0.565011147040452,0.602389626980946,0,2015,-0
4,2011,2.59970759490465,10.3531944255922,0.416161890545465,-0.995045117090829,0.776369870907962,0,2015,-0
4,2012,2.82942727293547,10.4510364402876,0.24684105001162,-0.327141702053123,0.40423363465809,0,2015,-0
4,2013,2.76726420839702,10.694884958706,0.394340292176672,-0.582765123730708,1.29697101940785,0,2015,-0
4,2014,2.9224227580285,10.4246352343851,0.37605573295534,-0.540925470189052,0.937327080784447,0,2015,-0
